text,category
can you help me to see the early termination charges?,Billing
where doi see the withdrawal penalties,Billing
"I have to see the early exit penalty, could you help me?",Billing
where to see the early termination fee?,Billing
need help to check the termination fee,Billing
"I want to see the termination fee, help me",Billing
I can't find the  termination charge,Billing
i want assistance checking the termination penalties,Billing
is it possible to check the withdrawal charge?,Billing
seeing cancellation fees,Billing
I wantto see the termination charge,Billing
I do not know what to do to see the early exit charge,Billing
where can I see the early termination fees?,Billing
where can I check the termination fees?,Billing
I do not know what I need to do to see the early exit charge,Billing
i do not know what to do to check the cancellation fees,Billing
I don't know what I need to do to check the early exit fee,Billing
help me to check the withdrawal fees,Billing
how do I see the early exit fee?,Billing
can ushow me the cancellation fees,Billing
I do not know how to check the cancellation charge,Billing
see early exit penalty,Billing
I want help to check the cancellation penalty,Billing
i need assistance checking the withdrawal charges,Billing
I have to see the early termination charge,Billing
where to see the damn termination charges?,Billing
can you help me check the termination charge?,Billing
can ya help me checking the withrawal fee,Billing
I need assistance to see the early termination charges,Billing
need assistance seeing the cancellation penalty,Billing
are there cancellation penalties,Billing
help me to see the termination chrages,Billing
I do not know how to check the cancellation  penalties,Billing
can ya help me check the early termination penalty,Billing
I do not know what to do to see the cancellation charges,Billing
"I have to see the early exit fee, I need help",Billing
I need to cyeck the withdrawal fee,Billing
I need assistance to check the termination charges,Billing
help me to check the early exit charge,Billing
show me the early exit penalty,Billing
I am trying to check the damn withdrawal penalty,Billing
"I nede to see the early exit fees, how can I do it?",Billing
I have got to see the cancellation penalty,Billing
help me checking the withdrawal fee,Billing
I need help to see the termination fee,Billing
I don't know how I could see the cancellation penalties,Billing
I don't know how to check the damn termination penalty,Billing
help me to see the cancellation fee,Billing
I want to see the cancellation fees,Billing
i need help to see the cancellation penalty,Billing
show cancellation penalty,Billing
how could I check the early termination fees?,Billing
where do I check the early exit fee?,Billing
"I have to see the early exit penalty, I need help",Billing
i do not know how to see the cancellation penalty,Billing
